DSRI,GMI,AQI,SGI,DEPI,SGAI,TATA,LVGI,FRAUD_FLAG
0.988608428,0.951347799,1.256003708,0.863811321,0.976927402,1.188981298,-0.014743063,1.60748065,0
1.007761482,0.543564259,1.472409249,1.838740465,0.869331303,1.05166161,-0.014176183,0.963168279,1
1.583878689,0.803125083,1.267644054,1.116296221,1.032154909,1.184622708,0.019969844,1.389540077,1
1.939589255,1.144162349,0.988372827,0.944675509,1.229887008,1.202520163,0.004849823,1.437707845,0
1.025557682,1.033237558,0.665491073,1.161088675,1.198916805,0.730531474,0.04431259,0.74025883,0
1.086461593,1.347324616,0.675103136,0.94283494,1.26170086,1.010430678,0.100595397,0.804861825,0
1.38361315,1.062615866,0.717589174,1.246419391,0.953924502,1.640631915,0.073196195,1.397239427,0
2.315461668,1.324410418,1.046930431,1.119670551,0.465014964,1.303205246,0.066183125,1.072297591,1
1.229457232,1.550291489,1.078350016,1.500203192,1.29956224,0.87414111,0.03070378,0.71276334,0
1.540421503,1.061691245,1.267110878,0.994570359,1.016560771,0.849198026,0.044092326,0.908942124,1
1.740566194,1.266543587,0.600992753,0.796073453,1.183233213,0.840868569,0.113726041,1.225898073,0
1.320423846,0.573563948,1.377802558,1.010406121,1.383845751,1.216579988,-0.110956642,0.861818998,0
1.52418139,1.062831806,1.22360158,1.007966441,1.536881727,1.40191023,0.049088767,0.26763894,1
1.412743489,0.730412562,0.968290927,1.118986474,0.920035704,1.145541761,0.073039008,1.003396047,0
1.561379477,1.143568033,0.752559615,1.403816115,1.076791981,1.039290587,0.112686645,1.027702042,0
0.837959175,1.170799927,1.36228516,1.381963587,1.323367292,0.888961161,-0.030803675,1.10276793,0
1.27149903,1.169802907,0.97497651,1.62986347,0.881144196,1.082343286,-0.035032775,1.477665012,1
1.368426205,0.955963223,1.044995275,0.825404129,0.933577681,0.79496957,0.0967164,1.116056839,0
1.36347001,1.789540659,1.145902993,1.305488049,0.932392284,0.516058613,-0.102356179,1.172881206,0
1.597956097,0.719593547,0.821700274,1.440927939,1.044381937,1.409206423,0.156575129,1.416661092,0
1.356411551,0.701256252,0.979454855,0.880311837,1.005975264,0.748546832,0.068127359,1.103103205,0
0.799268018,1.596493513,1.266329226,1.066947579,0.931240936,0.918791907,0.174697697,1.740956224,0
1.406960641,0.888716261,1.24102402,0.45000885,0.856848517,1.164089363,-0.03696579,0.720887512,0
0.89092247,0.816592794,1.243276802,1.512743078,1.212388066,1.358616717,0.015091243,0.819755686,0
0.955217683,1.790873569,0.761205062,1.063800719,1.317566204,1.064282663,-0.142629466,1.284187522,0
1.053521892,1.395716815,0.990854912,1.472625671,1.346542959,0.701572253,-0.013655181,1.47629406,0
1.161003428,0.921660636,0.950901541,1.232419807,0.953785289,0.924663388,0.03529225,1.039761501,0
0.659696109,1.165252372,1.156294711,1.075933908,1.220744934,0.830378649,-0.107016606,0.796813649,0
1.590912704,1.683761385,1.133914497,0.51287888,1.097265181,0.990447243,0.018429855,1.628296876,1
0.795569431,1.307486204,1.088856833,0.584018956,0.93586573,1.307996118,-0.108987214,0.862289332,0
1.749538718,1.485844537,1.666433489,0.112741526,1.196843644,0.365652851,0.029403185,1.201716335,0
0.806266892,1.341440954,0.97729848,0.924954607,0.926678989,0.897152542,0.141768954,1.494245543,0
1.648672133,1.379076004,0.948044228,2.061299481,0.974764679,0.878987591,0.04720162,0.967518433,1
1.19005249,1.111922509,0.760812582,0.634821044,0.774654059,0.685809664,0.18265659,0.913361649,0
0.599251444,1.103404544,0.665538169,0.097427247,0.957155781,1.146372686,0.112903405,0.933893677,0
0.834963512,1.180115116,0.744920656,1.535067568,1.100772242,0.646256032,0.157851828,1.370465377,0
1.664265084,1.320335842,0.870329519,2.095487148,1.363786899,0.67502643,-0.011195619,1.418044312,1
1.357027036,1.015005405,1.377518274,1.269168426,0.979300911,1.212767304,-0.01313133,1.110117618,0
1.172443911,1.13661618,1.059790976,1.265492958,0.842366171,1.375142842,0.077649073,1.664924676,0
0.424133631,1.006896315,1.098332667,1.026047171,1.349473794,0.980975808,-0.076216167,1.109589968,0
1.686348219,1.134705447,1.025931673,0.432297108,0.949089513,0.69565097,0.0876915,1.487699964,0
1.854648364,0.724701101,1.141325248,0.569715233,0.700323669,0.823611477,0.024086415,0.970399519,0
1.790805961,1.88179324,1.400518037,1.023298668,1.076618747,1.252000487,0.156399747,1.80012696,1
0.984664174,0.880117964,0.551517291,0.946617864,0.985045305,1.02910956,0.10436098,1.571039425,0
1.333979814,0.991561783,1.354584329,1.103930829,1.510079129,0.974740306,0.137736514,1.061607609,0
1.372249362,0.854220682,0.421240387,1.48172993,1.145073207,1.078262427,-0.010336487,1.530362063,0
0.665391581,1.284712625,1.057050678,0.917264867,1.020731529,0.990585014,0.133856822,1.515194147,0
1.263172377,1.041199211,1.597976839,1.489886703,0.865100558,1.386428074,0.165577,1.565912323,1
1.574864533,0.810857747,1.220164485,0.919884116,1.116033368,0.812714184,0.046902894,0.355404099,0
1.467567382,1.29706501,1.143264734,1.565295837,1.34134199,0.784010221,-0.00914805,1.315805435,0
0.811092666,1.337494744,1.550486492,1.184547027,1.112362837,0.65413662,-0.007742976,1.262689631,1
0.898084707,1.079937103,0.874234275,0.975667864,0.880514062,0.865003091,0.149121039,1.241321984,0
1.476707896,0.900912215,1.158491856,1.177717624,1.157761242,0.727006131,0.264747659,1.16550393,0
1.421498353,1.757319802,1.194529274,1.032584463,1.040278621,1.054518877,-0.028531606,1.174343384,0
0.411044462,1.202020289,0.919399466,1.195253695,1.139722621,1.005236841,-0.034681604,1.484942092,0
0.340192399,0.717779305,0.941472455,1.453242479,0.97903853,0.730231125,0.123713134,1.261842012,0
1.173213779,1.524212138,0.914055142,1.115113761,0.974340945,1.14728484,-0.010313082,1.165071933,0
0.9936215,0.843267575,1.071828744,1.002172459,0.966444041,1.379203217,0.131468431,1.441814304,1
1.095594572,1.922563502,1.186672901,0.700593518,1.23844763,1.089459587,0.087227694,1.225407854,0
1.056048293,1.123897357,1.080807568,1.381671208,0.976354945,0.364125454,0.048081816,1.254070528,0
1.544408241,1.403994811,1.227365454,1.289308891,0.958053854,1.496782743,0.085301723,1.660111133,1
1.23624883,0.475994732,0.557713179,0.67722286,0.86158682,1.186730867,0.08041587,0.969655786,0
1.293672605,0.714757735,0.995437209,1.484197711,1.14080276,1.489104563,0.03563148,0.645286898,0
0.730190511,1.500157886,0.794145172,0.670726387,1.11234036,1.272680897,-0.090508883,1.121709053,0
0.022566566,1.19534452,1.125430628,1.561688716,0.960246355,1.322628855,0.064292058,1.164363003,0
1.593239624,1.712718927,1.121729357,1.425145331,0.908124258,1.051316723,0.175844829,1.316458709,1
1.950121816,1.245552532,1.021094471,1.317866209,1.425234683,0.934425997,-0.078701493,1.132194774,0
1.080093896,1.143588872,1.177569753,0.999201936,0.673911389,1.093370297,-0.027262802,1.326535773,0
1.28726009,1.614072197,1.29945318,1.380311913,1.148634401,0.82280373,0.084146158,1.851385004,0
1.313581411,1.4030411,1.034869869,1.580548798,1.30828071,1.108470213,0.053087349,1.340454296,0
1.786352637,1.04112164,0.787076278,1.386940768,0.372637248,0.343303436,0.082894573,1.39319459,0
1.511144503,0.77176877,0.654685607,0.881899991,1.208828012,1.010733061,-0.005945457,1.061140578,0
1.373622482,0.388515301,1.059027544,1.256962793,1.00594908,1.33616903,0.142996663,0.684422873,1
1.219450255,0.968700299,1.110466675,1.602813995,1.101210973,1.023577145,0.053752045,0.410566524,0
1.221081523,0.744099471,0.807619028,2.029639272,0.985352407,1.431870685,0.105758842,0.944395825,1
0.696188441,1.879311393,1.231441706,1.06791481,1.265078689,0.934063653,0.075622193,0.325888503,0
1.065779366,0.904888717,0.935260779,1.493153242,1.122623868,1.250662728,0.064039597,1.254064708,0
1.510170688,0.896687298,0.635891784,1.603792208,1.076343978,0.780432482,0.100146693,0.985154905,1
1.118203887,0.643626538,1.364109086,0.825038,0.870227879,1.240489155,0.064919036,0.70598754,0
1.215522695,1.020104801,1.33599698,1.862831327,1.426458447,1.058148727,-0.045215922,1.139262236,1
0.788355383,0.900639521,0.546100141,0.723926126,1.051986204,0.945062376,0.136988546,0.878410342,0
1.355927415,1.621318829,0.90934993,1.473594206,1.507961159,0.356529471,0.115450183,1.235232876,1
0.68838517,1.150542848,0.89960408,1.272127912,1.435513877,0.936405806,-0.118548031,1.312287899,0
1.301458984,1.097340793,1.459872165,1.172230224,0.694329807,1.053363255,-0.002336023,0.889449751,0
1.134471265,1.059598174,1.025176822,2.168733313,0.919010808,1.207177359,0.133388837,1.028815646,1
0.589850163,1.335852476,0.67603045,1.029497906,0.842609799,1.39023745,-0.096154284,1.164468726,0
1.574317283,0.96430155,1.270526196,1.023061763,1.040358784,1.508758175,0.125485351,0.677887336,0
1.142647158,1.300161828,0.742306114,1.682591523,1.087432804,1.311566836,0.038702197,1.164442257,0
1.851272319,1.584190946,0.984914877,1.454721511,1.095985294,0.859477419,0.157222606,0.670694406,1
1.71738824,1.238022503,0.857557781,1.662839568,1.260825735,0.923798978,0.049908257,1.269715094,1
0.892186256,1.025080615,0.909886225,1.196747753,1.348716554,1.184728868,-0.007765439,0.969450901,0
0.922898007,0.813962249,1.284314522,1.276777047,1.24349755,1.129903615,0.074646853,0.66903718,0
0.789808101,1.017462804,1.43033254,1.910374245,0.937812957,1.40708649,0.047569161,0.92600792,1
0.644737734,1.268923662,0.731407813,0.815618368,0.893595227,1.619847355,-0.014868091,0.938697626,0
1.052237989,0.640241797,1.206519106,1.108849182,1.050552367,1.566795049,0.227467479,1.420556265,1
1.705311523,1.349462827,0.866811593,1.469301629,1.135223905,1.37348455,-0.027687855,1.15199141,1
0.529782421,1.162283806,0.874582022,1.071655672,1.013361731,1.131975662,-0.12943643,0.813116763,0
1.498180564,1.055243252,1.172659055,0.921941648,0.780903033,1.337331266,0.176535917,1.594719886,0
1.468918809,0.902175977,0.793024309,1.397393805,1.186411902,1.415360253,0.003314922,1.28794712,1
1.394142478,0.95708669,1.16765065,1.684322267,0.971537046,0.963174901,0.026258139,0.999103289,0
1.456610678,1.279191812,1.232528339,1.093666255,0.965497453,0.866834757,0.021367515,0.633849744,0
0.813522374,1.061536542,0.941866935,1.082564152,1.039077465,0.80814475,0.004427885,0.972621926,0
1.466550144,0.94965801,1.381769526,0.89092479,1.002020217,0.780903817,-0.011295398,1.033846075,0
1.007759636,1.240569048,0.731793847,1.031609263,0.976699789,0.654501169,-0.029745384,1.210709699,0
0.339282323,1.252456933,1.386351548,1.583442432,0.793974939,1.062475427,0.055180781,1.282176953,0
1.220094532,0.725247482,0.564003143,1.182425148,1.027550507,0.7500618,0.017840995,1.341974629,0
0.904562294,1.271444209,1.724928535,0.828003736,1.190590758,0.804119454,0.108428975,0.616559771,0
1.675585822,1.850509464,0.94844944,1.254944952,1.102928801,1.17531389,0.088615524,1.162551446,1
1.099778719,1.240886237,0.759423211,1.570477604,1.239624288,1.045402267,-0.024200975,1.052115252,0
1.215962744,0.590297839,0.991832023,0.925245735,0.904290996,1.107406235,0.058681702,1.903393183,0
1.336212852,1.153212618,0.788380514,0.618557912,0.794388304,1.34128719,0.016572934,1.119408332,0
1.106409777,0.550755388,1.146741325,2.026330064,1.000830004,1.216132477,-0.029332835,0.91320404,0
1.163655609,2.050211502,1.391914333,0.59858826,0.927152676,1.379721645,0.105154526,1.133110657,0
1.495250908,1.770702406,0.801635943,1.006390974,0.947933003,1.019994124,0.040293978,1.097429514,1
0.826787483,0.900218455,1.19484981,1.242851405,1.092349944,1.402947648,0.017395998,0.503288208,0
0.954365295,0.42629984,0.666816158,1.04102892,0.949383892,1.089934191,-0.018445379,1.222491339,0
0.861511131,0.836488644,1.308238683,1.120035662,0.799986302,1.042176565,-0.032234941,1.006832573,0
1.702864135,1.045702778,1.154059092,1.380735267,0.938201054,1.365381552,0.209101442,1.091992635,1
0.954405008,0.571440877,1.31904583,0.193311337,1.118011873,0.78196158,0.076729492,0.83792944,0
1.149850859,1.079293246,1.019413274,0.643242211,1.18429612,1.505900142,-0.037290323,0.771825731,1
0.989788362,1.043726401,0.941210851,1.167703754,1.182284557,0.929474995,0.073029272,1.3636647,1
1.092137716,1.137546409,1.254029359,0.988313195,1.134894619,0.695473007,0.134961294,1.432536997,1
0.941899687,1.168893553,0.72298787,1.201764503,1.016381307,1.163375488,0.063401409,1.225429582,0
1.36195351,0.81031472,0.614293917,1.241061313,1.13098282,0.905669622,0.159921707,0.55676072,0
0.835702446,0.843975788,1.048759504,0.303632002,1.041532868,1.506451773,-0.073425051,1.244919008,0
0.726642306,1.113677649,0.952600848,1.659456133,1.072619228,0.891774795,-0.109305764,0.561219035,0
1.004552871,0.910702361,1.188458333,0.950692847,0.862134652,1.078612229,0.070841394,0.90164731,0
0.920617674,1.372248431,1.322887856,0.803794726,1.058774993,0.643601671,0.072119691,1.359667535,0
0.731754312,1.110768365,1.18325352,1.233342118,1.125733247,1.203228561,-0.217160014,1.297279545,0
1.08681952,1.65950097,1.302975828,1.192864091,1.118225463,0.805652481,0.000113913,1.237090209,0
0.618958903,1.346144731,1.130263083,1.628676327,0.792496195,1.173331173,-0.030692985,1.493870796,0
1.80471167,1.431114161,1.173648937,1.258749265,1.069252155,0.89291369,-0.061355699,1.268004544,1
0.677589522,1.13976982,1.020835698,1.613244339,0.761222085,0.488266328,-0.030883341,0.494294232,0
0.973795175,1.14720845,1.166261365,0.77472905,1.084735329,1.032797523,0.097663024,0.989140746,0
1.058755765,1.619396174,1.091663207,1.206744422,0.909732562,1.021607129,-0.031392402,1.087517463,0
1.789639738,0.986512135,1.131294199,0.704100917,1.391128589,1.220267893,-0.028649771,1.052377482,0
0.594389641,1.264033806,1.008318992,1.189070342,1.073848666,1.389000143,-0.079504425,0.914859447,0
1.249717532,1.02012874,1.2522323,1.104284818,1.210232804,1.478102352,0.151512771,0.79095316,1
1.563005463,1.019409182,0.872386863,1.08708103,1.472174527,1.216038553,0.084770589,1.820223491,1
1.091589914,0.74933112,1.045412745,1.090588979,0.886519638,1.069654798,-0.149388496,0.983376552,0
0.790564039,0.877245695,1.377945975,1.444555788,1.137134982,0.643166603,-0.028579206,1.805480616,1
1.162205262,0.821519165,0.812819544,0.507056137,0.812817798,1.050505234,0.092281431,0.757612879,0
1.734485441,1.278310643,0.509538635,0.790084855,1.118979402,1.053735042,0.152511404,1.297118021,0
0.984474954,1.412061778,1.141614292,1.133771269,1.403141853,0.950339935,0.117267101,1.168892425,0
1.702664214,1.071573988,0.985761377,0.678534764,0.924423357,1.158241913,0.021545367,0.823415142,0
1.290533419,1.168888379,1.30271556,1.168445642,0.872809137,1.280476428,-0.104510149,0.959732867,0
1.631379974,1.054258593,1.01737123,1.129658992,1.031765153,0.795399017,0.11961992,1.095460979,1
1.276539082,0.856767224,0.898915232,0.588497342,1.459163458,0.791503911,0.026248252,0.846765015,0
1.030468508,1.358678907,1.031045651,0.568733941,1.204207784,0.965176997,0.055508961,1.023157822,0
1.773600995,1.295760408,1.323267147,0.100484706,0.86901707,0.846192702,0.035806365,0.390529272,1
1.278832373,0.532236204,1.193842407,0.66173198,1.341012116,0.589686699,-0.05844236,1.313454797,0
1.258250338,1.0150673,0.441524436,1.155729303,0.718987402,0.750851816,0.079140017,1.468145502,0
1.482644471,0.835391798,1.096441873,1.212475129,1.477311826,0.691919713,0.068116722,1.236309112,0
1.523453334,0.982718429,1.108940533,1.230759824,1.221290136,1.302112627,0.015936893,1.779277438,0
1.484499762,0.89887053,1.045437509,0.838832475,1.402711488,1.425706752,0.087688464,1.304628868,1
0.727247316,1.086073889,0.897277527,1.142678606,0.720440378,0.726141636,-0.059919964,1.442842892,0
0.976967564,1.001025579,1.348632969,1.308897844,1.083888366,1.136518378,0.028479778,1.47150885,0
0.970214867,0.994657792,1.361008487,0.64278578,1.023222215,1.218379106,0.052090198,0.274695993,1
0.92732192,1.432216529,0.499209885,1.19933163,0.848604105,0.626932803,-0.088794211,1.22710196,0
0.894763682,1.267153598,0.850510131,1.412592485,0.790795276,1.040244737,0.045432271,0.685119515,0
0.965141631,0.888831605,1.013817337,0.953691148,1.151416252,1.633379041,0.108691612,0.745728965,1
1.31758206,0.93333598,1.287127051,1.574893732,1.169546342,1.169286717,0.025741526,0.797908018,1
1.373043251,1.247537917,1.058713219,0.963026262,1.309994809,0.938674865,0.047270808,1.00618526,0
1.199427412,1.247125872,0.87910155,0.805975658,0.949315789,0.859953369,0.094987523,1.295137988,0
1.050888682,0.918865928,1.227383394,1.372736471,1.021678038,0.494384604,0.018975991,1.230196948,1
1.646412137,1.0298028,0.997165979,1.963317508,0.773508015,1.117618414,0.026176208,1.096225585,1
1.167951879,1.654041812,1.020649785,1.184141448,1.358157162,1.486954197,-0.044136281,1.316805032,0
1.527975382,0.924035573,1.043210392,1.403963122,1.063909618,0.796614061,0.048805058,1.335045896,1
1.000735854,1.673241377,1.19357711,0.946513112,1.1945177,0.51610383,0.023212121,1.232787257,0
1.34479948,1.431100083,0.9728626,0.653353512,1.201581079,0.833943955,0.089927184,0.582648564,0
1.669730977,1.617624883,1.221736623,1.216506258,1.341821431,1.220399936,0.095076796,0.878200163,1
0.286924197,0.911278408,1.031732758,1.279759989,0.883720107,0.892874999,0.113296723,1.10789835,0
0.970720151,1.049433238,0.783245853,1.006835564,1.18951732,0.794882977,0.009339172,1.320035865,0
1.407809762,0.965250857,1.040805924,1.402422607,1.044998259,1.004788729,-0.124126487,0.701426103,0
1.624485276,1.438025958,0.796196649,0.888367996,1.471135413,1.057425187,0.10933118,1.096596443,1
1.271089742,0.929694868,1.060246697,0.789165494,0.883127164,0.652902465,0.084489677,0.630312663,0
1.217350455,1.319364648,1.257368482,1.574257172,1.28428527,0.945679076,-0.000823328,1.407775396,0
1.763702462,1.303489823,0.781592748,1.576139051,1.120068356,0.875683097,0.094395216,1.172704184,1
1.645897687,1.085591141,1.141068351,0.896262758,1.109571219,0.839773913,-0.065887184,0.696159189,0
0.895996322,1.48959792,0.842740635,1.837540196,1.060804145,0.745740833,0.132419217,0.694181439,1
1.240743843,1.132303961,1.10042514,1.035157323,1.319333165,1.235314464,0.023310036,1.216229561,0
1.326059151,1.350225716,1.265051061,1.183913146,1.10277034,0.838903268,-0.016314209,1.512439674,0
1.801509781,0.951588989,0.517621731,1.116138983,0.745116932,0.501263679,0.000263876,0.770964249,0
1.503124681,0.882968956,0.771381043,1.359504087,1.293900714,1.066074455,0.031481201,1.335981233,0
1.163748365,1.319343659,0.957755139,1.258568598,1.257240366,1.181299868,0.049039034,0.937328685,1
1.277026015,1.229252073,1.128760122,1.253184865,1.167427537,0.800995984,0.053862422,1.346958231,1
0.540640779,1.172992299,1.008404168,0.742175347,0.824305274,0.860084328,0.015631404,1.304957273,0
1.53901997,0.996893496,1.038529805,0.474575073,0.855376928,0.83773657,0.066019166,1.146589952,0
1.426006476,1.564762843,1.560746131,1.606864011,0.674511423,0.91333666,0.050662342,0.549682608,1
1.624254752,0.765024259,0.74688568,0.9318216,1.142065975,1.276712546,-0.00180584,1.304355695,0
1.149582746,0.748597097,1.333871254,1.130386651,0.78009023,0.971485207,-0.01385525,1.250605781,0
1.244814374,1.382649952,0.962505468,1.280719564,0.706249821,1.209898386,0.098669243,1.223128926,0
1.031531578,1.358028915,1.187368698,1.801603841,1.304997824,0.757792092,0.091946083,1.158702219,1
0.798180783,1.206128834,1.582236639,1.21454317,1.203635913,0.904077395,0.054570908,0.836363934,1
0.989210329,1.013614333,1.222169506,0.992080975,0.983365667,1.238503454,0.123935637,1.424888831,0
0.563244843,1.250726639,1.143123927,0.940582247,1.023190683,0.79859865,-0.106906212,1.369441916,0
1.52011193,1.616249089,1.449780584,1.135057264,0.568531159,1.253034115,0.004848429,0.777373167,1
0.438791124,1.854663862,1.331199661,0.786254092,1.233348984,0.842903977,-0.042505369,1.494288503,0
1.911249884,0.603075888,0.850151481,1.161550289,0.911453707,0.919584371,0.230501781,1.13950083,1
0.582555585,0.974323964,1.123631186,1.129192125,1.116058173,1.417540647,0.107057586,1.138741086,0
1.724961036,0.955468021,0.620626066,1.806610779,0.552287548,0.891045256,0.043675041,1.047093399,0
0.882181085,1.587955842,0.914961653,1.116559545,1.245513606,1.036336451,0.112799246,1.076601981,0
1.396361574,0.355611504,1.128513242,0.380204736,0.899431046,1.154109106,0.139302053,1.511269756,0
0.936643655,1.254150558,0.899473662,2.219404388,0.774791547,1.056627162,0.138450535,1.409922495,1
1.785811856,1.022956907,1.118341686,1.532733492,0.982079673,1.063763337,0.123736279,1.403554125,1
1.215295934,1.591433825,1.046653846,1.982939498,0.930720956,0.985865064,0.028996774,1.155369306,1
1.575788704,1.550311652,1.184104183,0.687072005,1.264853523,0.674440198,0.009890766,1.366751517,0
1.226616814,1.20965202,0.943950244,1.061269287,0.965920976,1.087072333,-0.026975134,0.849706078,0
1.323535991,0.626083079,0.814962771,1.419760497,1.322523405,0.816882886,0.090195781,1.275032894,0
1.415637329,0.927833155,1.419531707,1.364556549,1.116028523,1.193941804,0.037285141,1.05395359,0
1.014946605,0.960682677,0.926075814,1.272775083,1.228873577,1.343015356,0.016522318,0.482058504,0
0.751898105,0.702063562,1.215002648,0.270155713,1.049566709,0.548610685,0.012347091,0.624169502,0
0.744438836,1.446375285,1.408811757,0.465024217,1.304411796,1.343451957,0.16601541,0.901106366,0
1.217794899,0.663972051,1.0906675,1.757008044,0.819275202,0.897235552,0.126214433,1.224546195,1
1.02897597,1.689598253,0.835923358,1.828131813,1.072724891,0.967262694,0.196431508,0.901376063,1
0.448950134,1.68884679,1.005347506,1.107339483,0.970712834,0.771903137,0.092321304,0.922664979,0
1.379529438,0.984481921,1.304385229,1.70617099,1.329325696,1.047116932,0.054556355,1.328978277,1
0.773528626,1.198548611,1.101561886,0.740708894,1.349806881,1.016703721,0.047967804,0.933496364,0
0.793886241,1.078314957,0.748714552,0.832229579,1.050084252,1.269230706,-0.031624124,1.499242173,0
1.185430888,1.37054744,1.199160958,0.709087871,0.79169778,0.814651681,-0.050913519,1.449537122,0
0.88495952,1.482403202,1.242382867,0.810032182,1.135419463,1.4152006,0.090587282,1.106564396,1
1.242876924,1.177399098,0.961172028,1.439078404,0.717078053,1.166178522,-0.024774297,1.326038435,0
1.890711312,1.240735013,1.202561094,0.805059051,1.37522856,1.022742244,0.06691662,1.285172136,0
1.067329824,0.913818721,1.111254649,2.045897216,0.955365986,0.954803909,0.139237335,1.026300417,1
0.829147299,1.23101419,1.000642615,1.334028243,1.043885967,0.923357638,-0.003236315,1.358490399,0
1.263527442,1.148828624,0.726616064,1.583810819,0.913809785,0.939664056,0.210838531,1.402670617,1
0.928668872,0.826461653,1.319488474,1.345976233,0.869643683,1.042100489,-0.02925561,0.814269431,0
1.208313019,1.095788867,1.23980275,1.63570786,1.197458263,0.94775001,0.129215581,1.146064591,0
1.310472592,0.985045245,1.195971574,0.8028,1.018276665,0.839867636,0.083980494,1.142751147,0
1.187681072,0.917151325,1.436131501,1.728773415,1.058496508,1.043614824,0.14552762,1.35488584,0
1.219795632,0.756052638,1.286298432,1.206375554,0.849221784,0.79092797,-0.039295809,0.966842495,1
1.267231633,1.11875082,1.221641502,1.633706444,1.221211845,1.080616725,0.234561673,0.9206719,1
1.758989453,0.865857798,0.496693163,0.574174379,1.241557947,0.944233241,0.035697993,1.150699898,0
1.111478244,0.958667548,1.349223738,1.222233283,1.008214303,1.174182727,0.104131835,1.454407767,1
1.244602042,1.422537283,1.070770129,1.208095487,1.303584427,1.247268553,0.165558999,0.740186865,1
1.503397172,1.28963483,1.12812292,0.902305414,1.029175169,1.24717014,0.001627035,0.792558154,0
1.364862891,0.806370006,1.129833297,1.275247532,1.205951099,1.079526264,0.116058109,0.943848528,0
1.07462678,1.20556732,1.243458186,1.765842739,0.725414484,1.108707805,-0.011717572,0.997226878,1
1.515652203,1.139834209,1.330543757,0.871539056,1.120686173,0.919312243,0.161756926,0.570325159,0
0.895063592,1.610508863,1.208560286,1.534741742,0.995703706,1.169409922,-0.010814458,1.549458586,1
1.1206377,1.5149435,1.168821397,0.699030778,1.081104485,1.19762534,0.053080559,1.060908023,1
0.930119711,0.639875382,1.107878185,1.993777838,1.072136481,0.608167712,0.074489656,1.015968643,0
1.40166111,1.358338301,0.212097371,1.463840127,1.075139964,1.094586799,0.112743982,1.586791261,0
1.616359923,1.479559175,0.978102245,1.840046933,1.173140146,1.342032452,0.207478105,1.315338049,1
1.278167656,1.267807763,0.814602621,1.418824208,0.936965274,0.910927426,0.013842481,0.939373437,0
1.226343081,0.999376357,1.352684885,1.306245271,1.163815852,0.856363256,0.141098782,1.149382354,1
0.893746966,1.824018175,1.2047593,1.467173176,1.296504977,0.895034135,0.207620676,1.08747886,0
